Unité;USD;JPY;DKK;GBP;SEK;CHF;ISK;NOK;BGN;CYP;CZK;EEK;HUF;LTL;LVL;MTL;PLN;RON;SIT;SKK;TRY;AUD;CAD;HKD;NZD;SGD;KRW;ZAR;CNY;PHP;MYR;THB;RUB;IDR;HRK;BRL;MXN;INR;ILS
08/10/1999;1,06570;114,55000;7,43320;0,64510;8,69600;1,59560;75,77000;8,31750;ND;0,57884;36,65000;15,64660;257,39000;4,26310;0,61940;0,42140;4,36320;1,77520;196,19460;43,45800;0,49860;1,62120;1,56560;8,27740;2,06690;1,79310;1282,33000;6,44960;ND;43,23800;4,04890;42,97040;27,48180;8380,95000;ND;ND;10,08980;ND;ND
11/10/1999;1,06310;113,42000;7,43230;0,64240;8,67100;1,59490;75,62000;8,29050;ND;0,57877;36,65300;15,64660;257,01000;4,25190;0,61760;0,42350;4,34100;1,77130;196,65040;43,46200;0,49820;1,62560;1,56560;8,25590;2,06250;1,78110;1279,49000;6,45830;ND;42,65700;4,03830;42,26890;27,42570;8294,38000;ND;ND;10,06380;ND;ND
12/10/1999;1,06680;113,45000;7,43230;0,64590;8,68700;1,59450;75,63000;8,30050;ND;0,57887;36,65700;15,64660;256,67000;4,25590;0,61800;0,42330;4,35120;1,77130;196,94110;43,45800;0,49850;1,62810;1,57300;8,26440;2,06230;1,78280;1280,70000;6,46050;ND;42,69700;4,04210;42,30870;27,45150;8302,19000;ND;ND;10,07370;ND;ND
13/10/1999;1,07780;116,24000;7,43240;0,65180;8,72250;1,59070;76,43000;8,31900;ND;0,57917;37,01000;15,64660;258,17000;4,31250;0,62270;0,42610;4,38370;1,79830;196,83190;44,05000;0,50320;1,63950;1,59160;8,37500;2,08190;1,81860;1298,93000;6,58540;ND;43,60100;4,09600;42,93730;27,68150;8781,54000;ND;ND;10,24510;ND;ND
14/10/1999;1,07580;114,95000;7,43300;0,64990;8,74500;1,59080;76,16000;8,30700;ND;0,57924;36,97300;15,64660;257,84000;4,30520;0,62110;0,42650;4,38700;1,80070;196,85460;43,89200;0,50340;1,65280;1,59460;8,35990;2,11540;1,80740;1299,99000;6,58230;ND;43,36100;4,08870;42,48890;27,76480;8831,46000;ND;ND;10,31020;ND;ND
15/10/1999;1,08690;115,15000;7,43350;0,65190;8,77900;1,58720;76,36000;8,34250;ND;0,57968;37,02700;15,64660;258,54000;4,35020;0,62260;0,42720;4,42030;1,81640;196,92030;43,90600;0,50630;1,67690;1,60940;8,44050;2,12770;1,81820;1309,90000;6,66000;ND;43,83100;4,12780;42,57710;28,15300;8690,18000;ND;ND;10,53220;ND;ND
18/10/1999;1,08680;114,23000;7,43390;0,65090;8,86450;1,58820;76,22000;8,36800;ND;0,57930;36,96000;15,64660;258,59000;4,34890;0,62190;0,42680;4,44180;1,81720;196,88940;43,93200;0,50910;1,68770;1,61800;8,44160;2,13900;1,81930;1307,72000;6,67750;ND;44,02800;4,13110;42,93460;28,11110;8556,20000;ND;ND;10,52430;ND;ND
19/10/1999;1,08180;114,30000;7,43360;0,64740;8,83000;1,58910;76,02000;8,35650;ND;0,57940;36,89300;15,64660;258,58000;4,32930;0,62010;0,42590;4,45780;1,81200;196,10990;43,78200;0,50770;1,67260;1,61550;8,40890;2,12470;1,80960;1303,57000;6,64410;ND;43,76900;4,11180;42,63720;27,95790;8217,04000;ND;ND;10,52840;ND;ND
20/10/1999;1,07770;114,44000;7,43330;0,64600;8,79450;1,59120;75,90000;8,31450;ND;0,57924;36,78000;15,64660;257,70000;4,31250;0,61970;0,42530;4,43350;1,80650;196,88960;43,74400;0,50740;1,66230;1,60320;8,37380;2,09470;1,80650;1297,73000;6,60630;ND;43,59500;4,09650;42,40410;27,81680;8056,20000;ND;ND;10,38830;ND;ND
21/10/1999;1,07970;114,52000;7,43400;0,64460;8,80500;1,59220;75,94000;8,32900;ND;0,57921;36,75300;15,64660;257,77000;4,31940;0,62010;0,42550;4,44910;1,81070;196,74790;43,76100;0,50820;1,66310;1,60720;8,37390;2,09520;1,80190;1300,80000;6,63150;ND;43,55000;4,09440;42,26980;27,90790;7494,20000;ND;ND;10,41890;ND;ND
22/10/1999;1,07580;113,65000;7,43490;0,64260;8,74050;1,59720;75,74000;8,28300;ND;0,57927;36,76300;15,64660;257,72000;4,30570;0,61790;0,42460;4,42420;1,80650;196,76820;43,73000;0,51020;1,65220;1,59070;8,35930;2,09020;1,79070;1296,79000;6,59730;ND;43,18800;4,08750;41,96260;27,69520;7343,37000;ND;ND;10,34340;ND;ND
25/10/1999;1,06830;112,66000;7,43460;0,64330;8,69250;1,59800;75,51000;8,27250;ND;0,57890;36,62000;15,64660;257,62000;4,27440;0,61560;0,42400;4,40460;1,79420;196,94250;43,68200;0,50880;1,64190;1,58090;8,30190;2,07720;1,77330;1287,25000;6,55240;ND;42,85900;4,05940;41,58170;27,45940;7322,86000;ND;ND;10,28290;ND;ND
26/10/1999;1,06330;111,33000;7,43380;0,64130;8,68150;1,59890;75,33000;8,26450;ND;0,57874;36,75300;15,64660;257,77000;4,25540;0,61580;0,42320;4,41130;1,78680;196,74790;43,72600;0,50840;1,62810;1,56260;8,26580;2,05810;1,77240;1279,99000;6,53720;ND;42,60200;4,04210;41,15220;27,36390;7287,64000;ND;ND;10,26050;ND;ND
27/10/1999;1,05520;109,75000;7,43340;0,63920;8,63800;1,59950;75,01000;8,23950;ND;0,57900;36,60700;15,64660;256,13000;4,22660;0,61400;0,42210;4,43180;1,77440;196,83860;43,69900;0,50670;1,63270;1,55400;8,20770;2,07250;1,76200;1267,62000;6,49730;ND;42,36000;4,01420;40,98110;27,49950;7249,21000;ND;ND;10,18970;ND;ND
28/10/1999;1,05340;109,79000;7,43370;0,64150;8,63500;1,60230;74,71000;8,25000;ND;0,57850;36,63600;15,64660;256,24000;4,21370;0,61310;0,42240;4,44900;1,77450;196,77030;43,72200;0,50640;1,63730;1,55080;8,18280;2,07140;1,75610;1263,20000;6,45600;ND;42,30800;4,00180;40,88860;27,67150;7345,73000;ND;ND;10,16910;ND;ND
29/10/1999;1,04530;109,59000;7,43370;0,63930;8,66000;1,60300;74,46000;8,24600;ND;0,57813;36,61200;15,64660;255,32000;4,18440;0,61130;0,42120;4,41500;1,76430;196,62300;43,79300;0,50280;1,63610;1,54190;8,12620;2,05890;1,74080;1254,44000;6,42620;ND;41,98900;3,97410;40,45680;27,33990;7221,26000;ND;ND;10,07680;ND;ND
01/11/1999;1,05720;110,23000;7,43380;0,64130;8,67950;1,60420;74,81000;8,25450;ND;0,57854;36,67900;15,64660;256,19000;4,22780;0,61440;0,42280;4,42780;1,78890;196,62300;43,68500;0,50960;1,65540;1,55260;8,20830;2,07750;1,75140;1262,70000;6,49300;ND;42,37200;4,01530;40,73920;27,71860;7153,53000;ND;ND;10,14750;ND;ND
02/11/1999;1,05070;110,12000;7,43390;0,63820;8,67050;1,60510;74,72000;8,26350;ND;0,57800;36,66800;15,64660;255,71000;4,20850;0,61260;0,42140;4,45310;1,78410;196,69330;43,66600;0,50920;1,63930;1,53950;8,17200;2,06280;1,75140;1254,86000;6,45920;ND;42,07400;3,99710;40,62780;27,84780;7052,66000;ND;ND;10,11240;ND;ND
03/11/1999;1,04910;109,17000;7,43380;0,63610;8,66250;1,60770;74,90000;8,25600;ND;0,57800;36,73000;15,64660;255,66000;4,19730;0,61030;0,42120;4,44510;1,79030;196,73140;43,56000;0,50980;1,62840;1,54100;8,15200;2,04640;1,75100;1249,48000;6,45510;ND;42,06900;3,98660;40,57400;27,57560;7081,43000;ND;ND;10,04870;ND;ND
04/11/1999;1,05040;110,00000;7,43500;0,63890;8,72150;1,61150;74,67000;8,25900;ND;0,57824;36,73800;15,64660;255,68000;4,20260;0,61060;0,42210;4,51820;1,79670;196,67780;43,58400;0,51030;1,64990;1,53780;8,16500;2,05720;1,75020;1243,62000;6,44260;ND;42,15100;3,99140;40,48680;27,59530;7118,16000;ND;ND;9,97840;ND;ND
05/11/1999;1,04080;109,79000;7,43530;0,63970;8,67250;1,61370;74,62000;8,23550;ND;0,57793;36,60600;15,64660;255,13000;4,16360;0,60700;0,42490;4,51230;1,79460;196,80490;43,59800;0,50870;1,63590;1,51760;8,08650;2,03060;1,73540;1234,15000;6,42110;ND;41,72800;3,95430;40,09760;27,46540;7112,17000;ND;ND;9,85970;ND;ND
08/11/1999;1,04050;110,36000;7,43500;0,64120;8,67050;1,61000;74,71000;8,22800;ND;0,57800;36,55000;15,64660;255,16000;4,16480;0,60910;0,42120;4,39380;1,78240;196,95200;43,59600;0,51140;1,62620;1,52600;8,08860;2,03720;1,73810;1231,63000;6,37390;ND;41,73400;3,95490;40,27380;27,34710;7061,83000;ND;ND;9,87670;ND;ND
09/11/1999;1,04240;109,37000;7,43460;0,64150;8,65950;1,60870;74,69000;8,20150;ND;0,57957;36,43200;15,64660;255,37000;4,17260;0,60870;0,42150;4,41130;1,78980;196,90670;43,50100;0,51290;1,63720;1,53200;8,10410;2,04670;1,74100;1235,78000;6,37060;ND;41,94900;3,96290;40,53040;27,26530;7138,32000;ND;ND;9,78100;ND;ND
10/11/1999;1,04020;109,33000;7,43470;0,64160;8,65750;1,60790;74,41000;8,18250;ND;0,57797;36,44300;15,64660;255,20000;4,16250;0,60800;0,42120;4,45980;1,78690;196,94240;43,43500;0,51280;1,62490;1,52890;8,08450;2,03100;1,74050;1227,10000;6,36600;ND;41,89000;3,95340;40,48790;27,22440;7177,04000;ND;ND;9,78610;ND;ND
11/11/1999;1,04060;109,30000;7,43620;0,64140;8,64750;1,60850;74,62000;8,19250;ND;0,57797;36,42300;15,64660;255,37000;4,16570;0,60850;0,42130;4,48520;1,79360;197,03200;43,25800;0,51480;1,62050;1,52750;8,09110;2,02790;1,74360;1221,27000;6,37980;ND;42,00200;3,95560;40,54760;27,27300;7418,20000;ND;ND;9,77590;ND;ND
12/11/1999;1,03080;108,22000;7,43580;0,63800;8,63500;1,60780;74,22000;8,19050;ND;0,57783;36,35000;15,64660;254,62000;4,12400;0,60430;0,41970;4,46430;1,78530;197,02750;43,24600;0,51160;1,60210;1,50820;8,01170;2,00040;1,71860;1205,92000;6,31570;ND;41,49400;3,91740;39,93970;27,13890;7281,90000;ND;ND;9,68020;ND;ND
15/11/1999;1,03010;107,99000;7,43690;0,63710;8,61650;1,60570;74,23000;8,16650;ND;0,57777;36,32000;15,64660;254,69000;4,11980;0,60410;0,41940;4,43500;1,78720;197,05500;43,10000;0,51430;1,59890;1,50760;8,00650;1,97690;1,71570;1216,61000;6,31650;ND;41,36100;3,91460;39,72780;27,05690;7159,56000;ND;ND;9,65250;ND;ND
16/11/1999;1,03360;109,42000;7,43710;0,63690;8,64300;1,60470;74,31000;8,19250;ND;0,57773;36,34000;15,64660;254,91000;4,13490;0,60650;0,41980;4,40400;1,80050;196,98250;42,85200;0,51640;1,60760;1,51500;8,03640;1,99270;1,72740;1218,00000;6,35610;ND;41,61700;3,92900;40,10310;27,21120;7265,62000;ND;ND;9,70370;ND;ND
17/11/1999;1,04080;109,58000;7,43920;0,64000;8,66900;1,60150;74,41000;8,21050;ND;0,57807;36,39000;15,64660;255,49000;4,16400;0,60930;0,42090;4,41430;1,82140;196,97570;42,93300;0,51900;1,62000;1,52380;8,09240;2,01610;1,73730;1224,51000;6,40610;ND;42,02100;3,95740;40,37450;27,50470;7262,73000;ND;ND;9,74780;ND;ND
18/11/1999;1,03800;109,63000;7,43860;0,63970;8,62500;1,60200;74,20000;8,18550;ND;0,57797;36,27800;15,64660;255,35000;4,14710;0,60820;0,42090;4,36550;1,84760;196,73250;42,89900;0,51910;1,62300;1,52200;8,05970;2,02420;1,73190;1217,02000;6,37800;ND;41,86900;3,94310;40,11760;27,41590;7250,73000;ND;ND;9,67990;ND;ND
19/11/1999;1,02790;109,10000;7,43770;0,63530;8,60200;1,60320;74,07000;8,17950;ND;0,57763;36,33300;15,64660;254,64000;4,12320;0,60600;0,41930;4,34480;1,84170;196,67500;42,97000;0,52040;1,60800;1,50530;8,00910;2,02160;1,72050;1210,33000;6,32960;ND;41,73200;3,91550;39,90420;27,24510;7249,22000;ND;ND;9,62600;ND;ND
22/11/1999;1,03110;108,35000;7,43770;0,63610;8,61300;1,60290;74,01000;8,17350;ND;0,57763;36,21000;15,64660;254,94000;4,12310;0,60510;0,41960;4,33320;1,84570;196,71400;43,09800;0,52070;1,61520;1,50890;8,01060;2,02050;1,72220;1209,09000;6,33040;ND;41,99700;3,91630;39,90610;27,30310;7275,34000;ND;ND;9,61040;ND;ND
23/11/1999;1,03150;107,98000;7,43830;0,63480;8,59750;1,60090;74,27000;8,17000;ND;0,57770;36,21500;15,64660;255,02000;4,12660;0,60540;0,41940;4,32110;1,84820;196,63510;42,99800;0,52160;1,61940;1,51100;8,01640;2,01250;1,72180;1206,17000;6,32520;ND;41,92100;3,91930;39,93900;27,28440;7353,53000;ND;ND;9,62300;ND;ND
24/11/1999;1,02150;106,62000;7,43770;0,63310;8,59300;1,59970;74,03000;8,16750;ND;0,57737;36,12000;15,64660;254,28000;4,08760;0,60110;0,41800;4,28820;1,82210;196,58320;43,08000;0,51970;1,61470;1,49810;7,94000;2,00120;1,70180;1187,16000;6,26540;ND;41,68400;3,88230;39,55320;27,03260;7243,51000;ND;ND;9,53920;ND;ND
25/11/1999;1,01940;106,25000;7,43790;0,63120;8,58700;1,59990;73,87000;8,14300;ND;0,57723;36,13700;15,64660;254,25000;4,07930;0,60040;0,41860;4,29550;1,82950;196,76970;43,02400;0,52070;1,60820;1,49710;7,92260;1,98720;1,70470;1180,64000;6,25980;ND;41,52000;3,87410;39,46170;27,13540;7345,86000;ND;ND;9,47630;ND;ND
26/11/1999;1,01010;104,86000;7,43830;0,63010;8,56700;1,60120;73,50000;8,10550;ND;0,57703;36,10900;15,64660;253,58000;4,04400;0,59640;0,41630;4,29730;1,80560;196,76130;43,11000;0,52080;1,58550;1,48090;7,85550;1,97800;1,69030;1171,46000;6,18860;ND;41,34000;3,84090;39,21210;26,77980;7292,57000;ND;ND;9,42530;ND;ND
29/11/1999;1,00770;102,82000;7,43740;0,62970;8,58000;1,60290;73,44000;8,11250;ND;0,57700;36,04000;15,64660;253,83000;4,04170;0,59410;0,41550;4,33500;1,80180;196,88500;43,09800;0,52100;1,58080;1,48370;7,85210;1,96640;1,69660;1170,92000;6,19940;ND;41,37800;3,83980;39,33020;26,75380;7399,36000;ND;ND;9,45530;ND;ND
30/11/1999;1,00970;103,00000;7,43930;0,63250;8,55600;1,60210;73,55000;8,12450;ND;0,57693;36,07700;15,64660;254,15000;4,04350;0,59440;0,41650;4,32980;1,80380;196,75850;43,00500;0,52170;1,59180;1,48680;7,84740;1,97590;1,69900;1171,31000;6,23690;ND;41,37600;3,83960;39,38040;26,98020;7401,19000;ND;ND;9,52710;ND;ND
01/12/1999;1,00910;103,35000;7,43950;0,63040;8,60600;1,60070;73,51000;8,13650;ND;0,57687;36,10800;15,64660;254,35000;4,04360;0,59460;0,41610;4,28030;1,80430;196,89490;43,06200;0,52200;1,58390;1,48820;7,85250;1,97440;1,69840;1169,58000;6,19990;ND;41,33600;3,84050;39,33960;27,00970;7362,59000;ND;ND;9,53350;ND;ND
02/12/1999;1,00570;103,03000;7,43910;0,62920;8,61850;1,59990;73,60000;8,13200;ND;0,57680;36,07000;15,64660;253,71000;4,02970;0,59350;0,41570;4,29440;1,79720;196,95710;43,04200;0,52210;1,58430;1,48770;7,82560;1,96980;1,69710;1157,72000;6,18930;ND;41,13600;3,82660;39,25370;26,89850;7321,99000;ND;ND;9,56150;ND;ND
03/12/1999;1,00150;102,57000;7,43870;0,62550;8,60800;1,59670;73,38000;8,10500;ND;0,57663;36,05300;15,64660;253,15000;4,01190;0,59120;0,41470;4,25000;1,78970;197,23750;42,85300;0,52170;1,58720;1,48230;7,79420;1,98650;1,69090;1153,11000;6,17420;ND;40,93300;3,81050;39,03010;26,91250;7264,57000;ND;ND;9,57630;ND;ND
06/12/1999;1,01820;104,62000;7,43840;0,63100;8,60550;1,59690;73,86000;8,13100;ND;0,57687;36,11200;15,64660;254,41000;4,06910;0,59690;0,41790;4,26870;1,82970;197,27650;42,79200;0,52860;1,60690;1,50780;7,90580;2,01620;1,70990;1169,65000;6,27720;ND;41,54500;3,86460;39,58680;27,32690;7307,15000;ND;ND;9,59750;ND;ND
07/12/1999;1,02390;105,05000;7,43850;0,63020;8,61750;1,59990;73,94000;8,11350;ND;0,57733;36,17000;15,64660;254,90000;4,09500;0,59890;0,41780;4,28670;1,85020;197,52740;42,55400;0,53100;1,60770;1,50870;7,95460;2,01520;1,71750;1166,22000;6,29850;ND;41,73100;3,88860;39,63320;27,54620;7368,85000;ND;ND;9,68550;ND;ND
08/12/1999;1,02360;105,32000;7,43830;0,62940;8,57300;1,60140;73,77000;8,11500;ND;0,57743;36,11500;15,64660;254,78000;4,09690;0,59860;0,41750;4,27990;1,84560;197,68050;42,44400;0,53300;1,60610;1,51340;7,96020;2,01220;1,71970;1151,43000;6,29790;ND;41,72400;3,89090;39,46820;27,58520;7377,56000;ND;ND;9,68610;ND;ND
09/12/1999;1,01750;104,40000;7,43920;0,62610;8,57000;1,59910;73,63000;8,10650;ND;0,57737;35,98000;15,64660;254,55000;4,06650;0,59450;0,41680;4,22520;1,82740;197,75250;42,49600;0,53080;1,59010;1,50460;7,90270;2,00260;1,70660;1148,48000;6,25660;ND;41,41900;3,86240;39,21590;27,31440;7358,38000;ND;ND;9,59480;ND;ND
10/12/1999;1,01410;103,81000;7,44050;0,62470;8,57750;1,59840;73,57000;8,10650;ND;0,57680;35,89300;15,64660;254,28000;4,05890;0,59290;0,41610;4,18930;1,81520;197,94910;42,40700;0,53080;1,59720;1,49680;7,88500;2,03760;1,70180;1148,91000;6,21690;ND;41,36600;3,85460;39,17300;27,33450;7329,41000;ND;ND;9,56540;ND;ND
13/12/1999;1,01280;103,95000;7,44120;0,62380;8,57100;1,60200;73,44000;8,09500;ND;0,57703;35,90100;15,64660;254,21000;4,05060;0,59070;0,41600;4,21050;1,81340;197,88910;42,26400;0,53390;1,59240;1,49660;7,87090;2,05520;1,69880;1141,99000;6,19830;ND;41,25600;3,84720;39,03600;27,26700;7326,53000;ND;ND;9,50140;ND;ND
14/12/1999;1,00380;104,06000;7,44210;0,62150;8,58700;1,60170;73,20000;8,09100;ND;0,57703;35,87700;15,64660;253,61000;4,01530;0,58690;0,41470;4,22370;1,79860;198,22440;42,22800;0,53100;1,57950;1,48660;7,80230;2,02340;1,68520;1137,53000;6,15580;ND;40,89500;3,81350;38,73210;27,01300;7255,67000;ND;ND;9,43840;ND;ND
15/12/1999;1,00210;103,70000;7,44140;0,62410;8,60850;1,60010;73,17000;8,10500;ND;0,57667;35,84300;15,64660;253,55000;4,00870;0,58590;0,41490;4,22750;1,79430;198,71170;42,29800;0,53160;1,57790;1,48670;7,79140;2,03100;1,68060;1136,66000;6,14490;ND;40,78600;3,80800;38,50810;26,91600;7118,51000;ND;ND;9,41980;ND;ND
16/12/1999;1,01460;104,47000;7,44180;0,62860;8,61250;1,60160;73,53000;8,11550;ND;0,57696;35,83000;15,64660;254,60000;4,06020;0,59330;0,41670;4,24430;1,82020;199,22960;42,38100;0,53700;1,58640;1,50400;7,88810;2,02070;1,69850;1147,24000;6,23570;ND;41,20100;3,85630;38,61890;27,18550;7160,48000;ND;ND;9,49860;ND;ND
17/12/1999;1,01280;104,68000;7,44120;0,62870;8,59600;1,60280;73,67000;8,09050;ND;0,57717;35,96100;15,64660;254,51000;4,07250;0,59530;0,41530;4,23520;1,81390;199,09410;42,31800;0,53780;1,57230;1,49630;7,91280;1,99490;1,70500;1150,58000;6,21660;ND;41,41000;3,86860;38,93790;27,28350;7191,12000;ND;ND;9,49840;ND;ND
20/12/1999;1,00960;103,84000;7,44110;0,62800;8,58800;1,60040;73,25000;8,06900;ND;0,57670;36,02500;15,64660;254,25000;4,03440;0,59020;0,41640;4,19760;1,80870;198,87250;42,40300;0,53770;1,57130;1,49440;7,83900;1,99680;1,68500;1144,48000;6,19540;ND;40,90900;3,83180;38,27260;26,95720;7145,23000;ND;ND;9,41800;ND;ND
21/12/1999;1,00840;103,07000;7,43940;0,62760;8,59900;1,59940;72,99000;8,08100;ND;0,57687;36,11200;15,64660;254,21000;4,03990;0,59070;0,41570;4,17620;1,80610;198,50750;42,34000;0,53900;1,56850;1,49320;7,84760;1,95650;1,68440;1145,25000;6,19330;ND;40,94300;3,83690;38,21720;27,04480;7168,88000;ND;ND;9,41240;ND;ND
22/12/1999;1,00740;102,48000;7,43970;0,62530;8,56800;1,59900;72,82000;8,04350;ND;0,57683;36,19700;15,64660;254,21000;4,02990;0,58970;0,41560;4,15200;1,81130;198,44250;42,37400;0,53890;1,56120;1,48770;7,82600;1,95270;1,67770;1139,65000;6,19050;ND;40,69100;3,82740;37,75490;26,96530;7146,09000;ND;ND;9,38210;ND;ND
23/12/1999;1,00890;102,52000;7,44020;0,62650;8,55000;1,60110;72,67000;8,06050;ND;0,57683;36,18000;15,64660;254,50000;4,03870;0,59030;0,41580;4,15720;1,81550;198,55510;42,29200;0,54070;1,56760;1,48900;7,84180;1,95730;1,68620;1141,13000;6,20120;ND;40,57800;3,83570;37,79630;26,92740;7138,23000;ND;ND;9,40970;ND;ND
24/12/1999;1,01420;104,29000;7,43990;0,62670;8,57540;1,60430;73,04000;8,11000;ND;0,57814;36,14500;15,64660;254,86000;4,05640;0,59280;0,41670;4,16770;1,83590;198,50970;42,53500;0,54280;1,57810;1,49190;7,87880;1,96760;1,69390;1147,78000;6,24300;ND;40,63000;3,85270;38,12080;27,27260;7071,62000;ND;ND;9,52260;ND;ND
27/12/1999;1,01340;103,75000;7,44050;0,62670;8,57000;1,60460;72,98000;8,10700;ND;0,57700;36,13000;15,64660;255,08000;4,05270;0,59210;0,41660;4,17680;1,84490;198,67870;42,65800;0,54510;1,57490;1,48680;7,87130;1,96410;1,69110;1148,23000;6,23470;ND;40,77000;3,84910;38,23700;27,40910;7090,31000;ND;ND;9,52630;ND;ND
28/12/1999;1,00890;103,13000;7,44080;0,62490;8,57500;1,60570;72,62000;8,08800;ND;0,57697;36,13700;15,64660;254,99000;4,04800;0,59060;0,41480;4,17370;1,83890;198,64710;42,75600;0,54530;1,56670;1,46780;7,86460;1,95730;1,68590;1156,18000;6,21240;ND;40,67300;3,84470;37,99500;27,72480;7098,13000;ND;ND;9,62680;ND;ND
29/12/1999;1,00720;103,02000;7,44250;0,62260;8,56400;1,60590;72,94000;8,07100;ND;0,57683;36,10700;15,64660;254,63000;4,03370;0,58960;0,41510;4,17720;1,84570;198,76230;42,60900;0,54510;1,55320;1,46130;7,83480;1,93210;1,67810;1151,31000;6,19930;ND;40,67900;3,83100;37,80570;27,71910;7132,67000;ND;ND;9,50440;ND;ND
30/12/1999;1,00460;102,73000;7,44330;0,62170;8,56250;1,60510;72,83000;8,07650;ND;0,57667;36,10300;15,64660;254,70000;4,01690;0,58810;0,41510;4,15870;1,83450;198,90550;42,40200;0,54460;1,54220;1,46080;7,80330;1,93570;1,67180;1137,28000;6,18700;ND;40,40700;3,81480;37,59800;27,66890;7052,77000;ND;ND;9,53200;ND;ND
31/12/1999;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND
03/01/2000;1,00900;102,75000;7,44040;0,62460;8,55200;1,60430;73,03000;8,06200;ND;0,57670;36,06300;15,64660;254,53000;4,04540;0,59160;0,41510;4,18350;1,82730;198,89250;42,31700;0,54610;1,53460;1,45770;7,86240;1,93310;1,67690;1140,02000;6,20130;ND;40,42400;3,84220;37,27930;27,75480;7133,32000;ND;ND;9,61050;ND;ND
04/01/2000;1,03050;105,88000;7,44290;0,62960;8,62150;1,60530;73,92000;8,15000;ND;0,57750;36,27000;15,64660;254,52000;4,12610;0,60060;0,41820;4,24230;1,88580;198,79750;42,32600;0,55240;1,56770;1,49360;8,02010;1,97450;1,70470;1157,32000;6,30870;ND;40,99200;3,91880;38,20780;28,35940;7265,16000;ND;ND;9,74530;ND;ND
05/01/2000;1,03680;107,34000;7,44440;0,63240;8,64150;1,60600;74,30000;8,20600;ND;0,57780;36,33700;15,64660;254,51000;4,14770;0,60360;0,41950;4,26270;1,89790;199,47250;42,45900;0,55530;1,57730;1,50650;8,06290;1,99560;1,71590;1176,08000;6,29600;ND;41,63700;3,93930;38,53750;28,30060;7437,97000;ND;ND;9,89690;ND;ND
06/01/2000;1,03880;108,72000;7,44410;0,63020;8,64450;1,60680;74,75000;8,20300;ND;0,57810;36,24300;15,64660;254,45000;4,15950;0,60600;0,41910;4,25930;1,90000;199,51140;42,40800;0,55570;1,58280;1,50910;8,08430;2,00640;1,72910;1191,90000;6,33040;ND;42,14800;3,94980;39,07340;28,51110;7495,52000;ND;ND;9,97510;ND;ND
07/01/2000;1,02840;108,09000;7,44360;0,62620;8,64500;1,60790;74,19000;8,19450;ND;0,57757;36,02700;15,64660;254,63000;4,11730;0,60220;0,41750;4,18970;1,88220;199,61500;42,40400;0,55500;1,57380;1,50100;8,00300;1,99420;1,70960;1169,52000;6,23930;ND;41,49300;3,91000;38,42990;28,25260;7398,88000;ND;ND;9,83680;ND;ND
10/01/2000;1,02290;107,26000;7,44480;0,62490;8,65700;1,60890;74,00000;8,19000;ND;0,57740;35,98800;15,64660;254,69000;4,08790;0,59860;0,41730;4,15670;1,87290;199,62550;42,29200;0,55250;1,55870;1,48730;7,94710;1,97830;1,69750;1157,84000;6,22230;ND;41,22600;3,88240;38,03280;28,76090;7320,49000;ND;ND;9,64490;ND;ND
11/01/2000;1,02560;108,85000;7,44440;0,62510;8,66200;1,60930;74,21000;8,20750;ND;0,57760;35,96900;15,64660;254,72000;4,10450;0,60150;0,41710;4,17680;1,87840;199,72150;42,28400;0,55370;1,56640;1,49630;7,97840;1,98660;1,71350;1175,51000;6,23050;ND;41,85100;3,89790;38,65920;29,43680;7452,81000;ND;ND;9,72920;ND;ND
12/01/2000;1,03080;109,10000;7,44530;0,62530;8,67250;1,60980;73,90000;8,21600;ND;0,57767;35,98800;15,64660;254,78000;4,12180;0,60310;0,41800;4,18370;1,88740;199,84360;42,29500;0,55590;1,56530;1,50170;8,01280;1,98820;1,71850;1178,50000;6,26560;ND;41,87600;3,91460;38,64610;29,52920;7432,54000;ND;ND;9,78900;ND;ND
13/01/2000;1,02760;108,89000;7,44500;0,62550;8,64750;1,61110;73,82000;8,17950;ND;0,57760;36,14900;15,64660;254,79000;4,11390;0,60220;0,41730;4,17520;1,88600;199,94430;42,27300;0,55550;1,54500;1,48970;7,99760;1,96450;1,71390;1167,01000;6,23030;8,50540;41,74500;3,90720;38,49070;29,48370;7415,90000;7,74000;1,87180;9,79880;44,72400;4,23420
14/01/2000;1,02250;108,05000;7,44490;0,62210;8,62300;1,61300;73,69000;8,13650;ND;0,57743;36,05800;15,64660;255,01000;4,09140;0,59800;0,41650;4,16650;1,87760;199,99720;42,30200;0,55360;1,53320;1,48190;7,95470;1,95950;1,71300;1149,97000;6,20960;8,46320;41,52000;3,88610;38,27270;29,23500;7327,30000;7,73980;1,84250;9,68450;44,47300;4,19770
17/01/2000;1,00940;105,81000;7,44280;0,61800;8,56400;1,61360;73,11000;8,09650;ND;0,57697;35,98400;15,64660;254,91000;4,04460;0,59170;0,41420;4,13130;1,85020;199,99300;42,33100;0,55230;1,52120;1,46510;7,86370;1,94700;1,69180;1132,77000;6,12960;8,35480;40,99400;3,84170;37,81460;28,97380;7334,45000;7,72950;1,81290;9,51810;43,97900;4,12290
