Unité;USD;JPY;DKK;GBP;SEK;CHF;ISK;NOK;BGN;CYP;CZK;EEK;HUF;LTL;LVL;MTL;PLN;RON;SIT;SKK;TRY;AUD;CAD;HKD;NZD;SGD;KRW;ZAR;CNY;PHP;MYR;THB;RUB;IDR;HRK;BRL;MXN;INR;ILS
28/03/2007;1,33480;156,38000;7,44930;0,67950;9,31900;1,61640;88,31000;8,13350;1,95580;0,58070;28,07500;15,64660;249,16000;3,45280;0,70970;0,42930;3,88360;3,36650;ND;33,51800;1,86120;1,65320;1,54770;10,42930;1,87020;2,02600;1254,11000;9,73900;10,31730;64,47100;4,62130;42,71100;34,69500;12212,75000;7,38250;2,75950;14,78560;57,16400;5,58040
29/03/2007;1,33520;156,75000;7,44990;0,67930;9,33700;1,62150;88,24000;8,10200;1,95580;0,58070;28,03500;15,64660;248,00000;3,45280;0,70960;0,42930;3,86970;3,36400;ND;33,38100;1,85980;1,65060;1,54870;10,43220;1,87130;2,02740;1256,22000;9,77450;10,31710;64,35700;4,61240;43,16000;34,70200;12187,04000;7,39060;2,74970;14,76280;58,05200;5,56610
30/03/2007;1,33180;157,32000;7,45080;0,67980;9,34620;1,62470;87,69000;8,11900;1,95580;0,58070;28,01000;15,64660;247,80000;3,45280;0,70970;0,42930;3,86680;3,35470;ND;33,34000;1,84550;1,64840;1,53660;10,40700;1,86440;2,02040;1253,02000;9,70050;10,29510;64,20000;4,60470;43,05700;34,65800;12152,68000;7,40500;2,71510;14,65660;57,63200;5,55150
02/04/2007;1,33660;157,35000;7,45030;0,67610;9,36700;1,62260;88,27000;8,15850;1,95580;0,58100;27,94000;15,64660;246,95000;3,45280;0,70820;0,42930;3,85440;3,34770;ND;33,28600;1,85510;1,63710;1,54590;10,44620;1,85710;2,02920;1252,86000;9,71270;10,33730;64,65100;4,62400;43,34800;34,72800;12182,44000;7,41950;2,73350;14,75770;57,60800;5,54030
03/04/2007;1,33580;158,53000;7,45140;0,67610;9,36310;1,62750;88,66000;8,17000;1,95580;0,58120;28,01100;15,64660;246,89000;3,45280;0,70840;0,42930;3,85360;3,34000;ND;33,26700;1,84730;1,64090;1,54670;10,43920;1,85380;2,02850;1251,31000;9,64200;10,32770;64,01800;4,62250;43,42200;34,71500;12145,76000;7,41350;2,73670;14,68240;57,21700;5,56160
04/04/2007;1,33520;158,70000;7,45400;0,67665;9,33550;1,62920;88,93000;8,16750;1,95580;0,58120;27,93300;15,64660;246,12000;3,45280;0,70830;0,42930;3,85100;3,33450;ND;33,47400;1,83120;1,64130;1,54410;10,43580;1,85900;2,02240;1250,21000;9,58790;10,32440;63,88900;4,61580;43,30500;34,70500;12171,68000;7,40510;2,72300;14,66280;57,33400;5,53290
05/04/2007;1,33730;159,00000;7,45420;0,67970;9,27150;1,63090;89,50000;8,13300;1,95580;0,58110;27,94300;15,64660;245,64000;3,45280;0,70750;0,42930;3,83850;3,33450;ND;33,42700;1,83200;1,63510;1,54100;10,45250;1,84990;2,02510;1247,10000;9,55890;10,32970;63,99000;4,61500;43,57400;34,72700;12169,43000;7,40740;2,72030;14,71610;57,23500;5,51920
06/04/2007;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND
09/04/2007;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND
10/04/2007;1,34260;160,05000;7,45600;0,68030;9,28260;1,63610;89,84000;8,10600;1,95580;0,58110;27,95000;15,64660;245,78000;3,45280;0,70580;0,42930;3,84430;3,34000;ND;33,47400;1,84200;1,62830;1,54240;10,49020;1,84710;2,03840;1254,32000;9,58280;10,38500;64,31700;4,62790;43,83400;34,79600;12217,66000;7,39500;2,71140;14,77300;57,22800;5,51590
11/04/2007;1,34180;160,00000;7,45480;0,67880;9,25700;1,63820;89,10000;8,09300;1,95580;0,58110;28,00300;15,64660;245,23000;3,45280;0,70550;0,42930;3,82840;3,33800;ND;33,39700;1,83750;1,62630;1,53480;10,48430;1,84220;2,03500;1251,16000;9,56500;10,36540;64,23900;4,62920;43,87500;34,78300;12190,25000;7,39950;2,72370;14,74170;57,29500;5,51310
12/04/2007;1,34670;160,62000;7,45570;0,68070;9,25800;1,64040;88,74000;8,08850;1,95580;0,58110;27,96300;15,64660;245,55000;3,45280;0,70590;0,42930;3,83400;3,34050;ND;33,42800;1,85500;1,63040;1,53280;10,52440;1,84970;2,04430;1254,11000;9,66430;10,40460;64,56800;4,64380;43,68700;34,84200;12269,78000;7,40550;2,73460;14,85630;57,67100;5,44500
13/04/2007;1,35320;160,55000;7,45510;0,68090;9,28230;1,63610;88,75000;8,09850;1,95580;0,58110;27,96500;15,64660;245,87000;3,45280;0,70580;0,42930;3,83800;3,34520;ND;33,49700;1,86020;1,62490;1,53510;10,57340;1,83540;2,05080;1256,78000;9,74380;10,44900;64,81800;4,65700;44,18200;34,94400;12308,71000;7,40550;2,73940;14,90440;57,29000;5,48010
16/04/2007;1,35500;161,96000;7,45450;0,68055;9,22400;1,64310;88,50000;8,09250;1,95580;0,58120;27,96300;15,64660;245,16000;3,45280;0,70310;0,42930;3,81800;3,33200;ND;33,36000;1,83950;1,62490;1,53520;10,58660;1,83100;2,05070;1260,90000;9,64970;10,47840;64,53200;4,66260;44,21800;34,94200;12320,34000;7,39820;2,75060;14,86890;56,60900;5,47410
17/04/2007;1,35490;161,81000;7,45520;0,67630;9,22040;1,64060;88,44000;8,07900;1,95580;0,58130;27,96400;15,64660;245,70000;3,45280;0,70330;0,42930;3,81610;3,33210;ND;33,43600;1,83710;1,62150;1,53330;10,58450;1,82310;2,05040;1259,04000;9,63140;10,47220;64,59500;4,65480;44,19200;34,94400;12312,65000;7,40400;2,75930;14,91740;56,61500;5,51080
18/04/2007;1,35770;160,77000;7,45360;0,67730;9,21760;1,63670;88,44000;8,11000;1,95580;0,58130;27,99200;15,64660;246,10000;3,45280;0,70400;0,42930;3,80780;3,33050;ND;33,45800;1,83560;1,62910;1,53860;10,60450;1,83420;2,05190;1261,30000;9,59500;10,48390;64,52500;4,65420;44,10000;34,97200;12341,49000;7,40610;2,76410;14,92980;56,82900;5,51040
19/04/2007;1,36010;160,13000;7,45270;0,67930;9,21950;1,63430;88,41000;8,10750;1,95580;0,58130;28,02000;15,64660;247,02000;3,45280;0,70420;0,42930;3,80970;3,33700;ND;33,56600;1,84600;1,63360;1,53120;10,62680;1,83670;2,05540;1263,87000;9,65640;10,49520;64,66600;4,66170;44,20000;35,01800;12380,31000;7,41060;2,76990;14,98200;57,00700;5,52900
20/04/2007;1,36060;161,45000;7,45230;0,67930;9,19530;1,64140;87,92000;8,10750;1,95580;0,58170;28,03300;15,64660;245,63000;3,45280;0,70290;0,42930;3,79170;3,33620;ND;33,45600;1,82170;1,62900;1,53340;10,63190;1,82660;2,05590;1261,89000;9,54050;10,50100;64,43800;4,65530;44,14900;35,01300;12368,53000;7,40450;2,75220;14,92270;56,58000;5,54650
23/04/2007;1,35570;160,91000;7,45210;0,67800;9,19790;1,64230;87,58000;8,10700;1,95580;0,58170;28,02600;15,64660;245,13000;3,45280;0,70160;0,42930;3,77980;3,33820;ND;33,53300;1,82050;1,62770;1,52250;10,59460;1,82100;2,05140;1255,58000;9,55380;10,47220;64,46400;4,63920;43,98300;34,95500;12322,64000;7,40000;2,75740;14,88220;56,26800;5,53290
24/04/2007;1,35820;161,39000;7,45220;0,67930;9,19300;1,63870;87,58000;8,10300;1,95580;0,58200;28,06500;15,64660;245,84000;3,45280;0,69950;0,42930;3,78720;3,33500;ND;33,65500;1,81850;1,64240;1,52230;10,61540;1,83050;2,05660;1259,39000;9,60350;10,49360;64,44000;4,64780;44,19100;34,98300;12344,00000;7,38430;2,75640;14,90290;55,35500;5,51730
25/04/2007;1,36490;161,95000;7,45110;0,68100;9,17460;1,64160;87,34000;8,16400;1,95580;0,58200;28,10600;15,64660;246,30000;3,45280;0,70000;0,42930;3,78640;3,33150;ND;33,65500;1,81680;1,64050;1,52980;10,67020;1,83210;2,06290;1264,92000;9,58170;10,53170;64,49800;4,66860;44,20000;35,06500;12396,02000;7,37450;2,77140;14,95910;55,38900;5,50600
26/04/2007;1,35960;162,26000;7,45070;0,68215;9,15200;1,64320;87,66000;8,11850;1,95580;0,58210;28,11500;15,64660;245,88000;3,45280;0,69790;0,42930;3,77440;3,30740;ND;33,57900;1,81350;1,64090;1,52360;10,63430;1,84050;2,05970;1263,00000;9,51430;10,50470;64,26800;4,65050;44,47000;35,00000;12345,17000;7,37430;2,75700;14,87120;55,13400;5,49100
27/04/2007;1,36430;162,76000;7,45010;0,68225;9,14350;1,64310;87,67000;8,13800;1,95580;0,58210;28,16600;15,64660;245,98000;3,45280;0,69800;0,42930;3,77860;3,31220;ND;33,65500;1,82410;1,64230;1,52350;10,67010;1,83850;2,06830;1267,64000;9,59150;10,52350;64,49700;4,66700;44,61000;35,06000;12384,43000;7,36750;2,77280;14,93920;55,67800;5,47830
30/04/2007;1,36050;162,82000;7,45050;0,68270;9,15230;1,64580;87,44000;8,12650;1,95580;0,58260;28,12300;15,64660;247,18000;3,45280;0,69780;0,42930;3,78100;3,32930;ND;33,72700;1,85400;1,64270;1,51870;10,63960;1,83930;2,06790;1266,49000;9,59460;10,48120;64,59000;4,65560;44,64500;35,01000;12357,42000;7,36150;2,76680;14,87240;55,84200;5,48080
01/05/2007;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND
02/05/2007;1,35880;163,28000;7,45230;0,68210;9,16500;1,65180;86,91000;8,12650;1,95580;0,58260;28,12700;15,64660;246,83000;3,45280;0,69870;0,42930;3,76890;3,32660;ND;33,66200;1,84500;1,64500;1,50960;10,62600;1,83980;2,07300;1263,75000;9,56890;10,46810;64,78800;4,64980;44,37400;34,98700;12327,71000;7,35550;2,76230;14,84040;55,76200;5,53080
03/05/2007;1,36130;163,47000;7,45170;0,68280;9,14130;1,64790;86,67000;8,12200;1,95580;0,58260;28,13700;15,64660;246,69000;3,45280;0,69690;0,42930;3,75840;3,30850;ND;33,61800;1,84500;1,64960;1,50860;10,64690;1,84280;2,07430;1261,86000;9,49230;10,48730;64,73000;4,65670;44,74100;35,02500;12315,00000;7,34900;2,74050;14,83770;55,62100;5,49160
04/05/2007;1,35610;163,15000;7,45170;0,68280;9,15750;1,64790;86,52000;8,12800;1,95580;0,58260;28,11800;15,64660;246,55000;3,45280;0,69670;0,42930;3,75040;3,31750;ND;33,54000;1,83600;1,65620;1,49850;10,60660;1,84630;2,06030;1257,99000;9,47450;10,44730;64,32000;4,63850;44,22900;34,95800;12170,32000;7,34220;2,76310;14,77950;55,28300;ND
07/05/2007;1,36150;163,31000;7,45160;0,68230;9,16550;1,64710;86,37000;8,12200;1,95580;0,58260;28,16700;15,64660;246,20000;3,45280;0,69660;0,42930;3,74130;3,31200;ND;33,53700;1,82300;1,64830;1,50280;10,64280;1,84420;2,06130;1255,85000;9,41610;10,48890;64,33100;4,64950;44,33500;35,02600;12096,93000;7,34580;2,74610;14,80680;55,41200;5,42750
08/05/2007;1,35580;162,29000;7,45220;0,68030;9,18900;1,64890;86,83000;8,13600;1,95580;0,58280;28,23200;15,64660;245,85000;3,45280;0,69670;0,42930;3,74910;3,30530;ND;33,62700;1,81900;1,63550;1,49460;10,60180;1,83630;2,05450;1251,34000;9,39210;10,43420;63,82400;4,62040;44,34000;34,95600;12052,38000;7,34150;2,74050;14,69820;55,13000;5,41340
09/05/2007;1,35350;162,35000;7,45250;0,67985;9,19350;1,64860;86,75000;8,13400;1,95580;0,58280;28,23600;15,64660;247,36000;3,45280;0,69680;0,42930;3,76090;3,28850;ND;33,57900;1,81310;1,63310;1,49840;10,58290;1,83810;2,05240;1250,02000;9,38080;10,41320;63,98000;4,60600;44,22800;34,92500;11931,10000;7,33300;2,74660;14,67730;55,16200;5,39280
10/05/2007;1,35270;162,86000;7,45180;0,68070;9,20650;1,64730;86,06000;8,15900;1,95580;0,58290;28,25700;15,64660;248,15000;3,45280;0,69670;0,42930;3,76340;3,28440;ND;33,58100;1,81450;1,62580;1,49830;10,57910;1,84390;2,05210;1251,45000;9,42090;10,40710;63,78000;4,60120;44,18800;34,91200;11856,42000;7,32720;2,72930;14,62370;55,52100;5,35710
11/05/2007;1,34860;161,46000;7,45180;0,68130;9,22600;1,64390;86,35000;8,17700;1,95580;0,58290;28,27200;15,64660;248,61000;3,45280;0,69640;0,42930;3,77860;3,28350;ND;33,68600;1,81360;1,62400;1,50360;10,54600;1,84680;2,04820;1249,82000;9,46880;10,35270;63,61300;4,59810;44,83000;34,86300;11962,08000;7,32290;2,73720;14,60790;55,38800;5,39050
14/05/2007;1,35490;163,06000;7,45130;0,68435;9,23130;1,65150;86,23000;8,19850;1,95580;0,58320;28,28800;15,64660;247,23000;3,45280;0,69630;0,42930;3,76480;3,27600;ND;33,58400;1,80900;1,62760;1,50120;10,58520;1,83340;2,05390;1252,20000;9,42040;10,40600;63,86300;4,60870;45,24000;34,94400;11923,12000;7,31850;2,72890;14,62990;55,17600;5,36740
15/05/2007;1,35380;163,08000;7,45200;0,68485;9,19600;1,65050;85,94000;8,19350;1,95580;0,58320;28,27300;15,64660;248,78000;3,45280;0,69620;0,42930;3,78330;3,28300;ND;33,66200;1,81000;1,62790;1,49310;10,57920;1,84100;2,05530;1251,32000;9,41390;10,40640;63,69600;4,60560;45,02300;34,93400;11920,21000;7,32600;2,71190;14,65420;55,29600;5,37850
16/05/2007;1,35740;163,64000;7,45330;0,68485;9,19850;1,65450;85,41000;8,17250;1,95580;0,58320;28,23500;15,64660;248,74000;3,45280;0,69640;0,42930;3,78980;3,27760;ND;33,67600;1,79700;1,63600;1,49310;10,61220;1,84340;2,06230;1254,17000;9,39220;10,42750;63,73000;4,61620;45,27800;34,97400;11951,91000;7,32750;2,66310;14,63210;55,07000;5,33440
17/05/2007;1,35160;163,77000;7,45360;0,68385;9,20650;1,65550;85,16000;8,17210;1,95580;0,58320;28,11000;15,64660;249,24000;3,45280;0,69630;0,42930;3,78180;3,27360;ND;33,68700;1,78760;1,64210;1,48620;10,56980;1,84830;2,06050;1254,42000;9,41030;10,36770;63,16000;4,59720;45,17900;34,89300;11887,32000;7,32920;2,65190;14,56710;55,24900;5,37160
18/05/2007;1,34770;163,00000;7,45290;0,68390;9,21900;1,65360;85,36000;8,17500;1,95580;0,58320;28,20000;15,64660;250,83000;3,45280;0,69620;0,42930;3,78720;3,27090;ND;33,74200;1,79450;1,64010;1,47670;10,54050;1,85050;2,05380;1258,82000;9,51730;10,33500;62,62100;4,58350;44,73200;34,84700;11886,71000;7,32200;2,65410;14,58930;54,60200;5,40000
21/05/2007;1,34440;163,32000;7,45340;0,68265;9,21870;1,65620;85,23000;8,16700;1,95580;0,58320;28,16400;15,64660;248,89000;3,45280;0,69620;0,42930;3,76950;3,25730;ND;33,69400;1,77800;1,64080;1,46110;10,51490;1,84520;2,05150;1250,43000;9,41450;10,30790;62,16500;4,56020;44,49100;34,84400;11776,94000;7,32250;2,63240;14,51210;54,42500;5,37590
22/05/2007;1,34540;163,47000;7,45320;0,68175;9,19200;1,65610;83,92000;8,13250;1,95580;0,58320;28,18600;15,64660;247,84000;3,45280;0,69620;0,42930;3,78060;3,27350;ND;33,69700;1,77550;1,63630;1,45790;10,52640;1,84620;2,06320;1251,69000;9,44150;10,29860;61,72000;4,55690;44,12700;34,85000;11676,73000;7,31650;2,59940;14,45380;54,47400;5,33460
23/05/2007;1,34900;163,85000;7,45240;0,67940;9,19090;1,65370;82,86000;8,12100;1,95580;0,58320;28,24700;15,64660;247,67000;3,45280;0,69630;0,42930;3,79100;3,27330;ND;33,74300;1,78610;1,63360;1,46100;10,55450;1,84640;2,06280;1256,39000;9,48830;10,32390;62,10800;4,57240;44,51700;34,87400;11749,79000;7,31680;2,61400;14,53580;54,60700;5,33990
24/05/2007;1,34480;163,20000;7,45140;0,67670;9,19570;1,65080;83,62000;8,10550;1,95580;0,58320;28,25200;15,64660;249,47000;3,45280;0,69620;0,42930;3,80000;3,27250;ND;33,78700;1,79150;1,63510;1,45520;10,52080;1,84530;2,05380;1252,61000;9,55810;10,29030;62,14300;4,55820;44,22200;34,82700;11753,55000;7,31600;2,64770;14,55110;54,40500;5,39330
25/05/2007;1,34410;163,50000;7,45180;0,67750;9,19120;1,64990;83,47000;8,09450;1,95580;0,58320;28,30800;15,64660;249,83000;3,45280;0,69610;0,42930;3,81050;3,27240;ND;34,02500;1,78850;1,63990;1,45700;10,51460;1,85060;2,05460;1247,66000;9,57800;10,28600;61,96300;4,55780;44,05700;34,81200;11760,88000;7,31280;2,64710;14,53140;54,31200;5,43940
28/05/2007;1,34530;163,71000;7,45180;0,67853;9,20320;1,65250;83,30000;8,09510;1,95580;0,58320;28,32500;15,64660;249,83000;3,45280;0,69620;0,42930;3,81200;3,26970;ND;33,97500;1,78260;1,64130;1,45410;10,52000;1,85090;2,05470;1249,51000;9,55940;10,28480;61,84300;4,55720;44,17100;34,83100;11761,96000;7,31250;2,62190;14,52850;54,49300;5,41470
29/05/2007;1,35090;164,23000;7,45010;0,67980;9,25550;1,65040;83,46000;8,09900;1,95580;0,58320;28,28800;15,64660;249,40000;3,45280;0,69620;0,42930;3,81600;3,27000;ND;34,02900;1,78790;1,64730;1,46140;10,56250;1,85390;2,06340;1253,16000;9,61610;10,33400;62,27600;4,58560;44,49200;34,90100;11908,18000;7,30900;2,60870;14,57260;54,69100;5,42330
30/05/2007;1,34200;163,26000;7,44940;0,67950;9,29650;1,64670;83,27000;8,11750;1,95580;0,58320;28,34000;15,64660;251,03000;3,45280;0,69630;0,42930;3,82860;3,27190;ND;34,08500;1,78950;1,63900;1,43980;10,47390;1,84630;2,05400;1249,40000;9,64500;10,26240;62,10800;4,56380;44,01500;34,78700;11863,28000;7,30700;2,63050;14,54650;54,44000;5,44090
31/05/2007;1,34530;163,56000;7,44880;0,68005;9,29450;1,64770;82,94000;8,11950;1,95580;0,58320;28,32400;15,64660;250,25000;3,45280;0,69620;0,42930;3,81520;3,27160;ND;33,96800;1,77750;1,62690;1,43880;10,50550;1,83120;2,05840;1248,17000;9,61100;10,28700;62,22000;4,57200;44,33700;34,82800;11879,00000;7,31400;2,59480;14,46750;54,36600;5,43110
01/06/2007;1,34360;163,81000;7,44900;0,67925;9,31600;1,65140;82,50000;8,11100;1,95580;0,58320;28,28500;15,64660;250,32000;3,45280;0,69610;0,42930;3,81500;3,26460;ND;33,86300;1,76380;1,62140;1,43350;10,49260;1,81630;2,05480;1247,40000;9,56860;10,27490;62,00700;4,56690;44,21300;34,80700;11859,96000;7,31190;2,57170;14,43030;54,43900;5,47440
04/06/2007;1,34820;164,34000;7,44910;0,67795;9,32430;1,65040;84,25000;8,10850;1,95580;0,58320;28,32300;15,64660;249,80000;3,45280;0,69620;0,42930;3,79570;3,25950;ND;33,84500;1,76700;1,61770;1,42520;10,52230;1,80710;2,06180;1251,06000;9,60800;10,31530;61,49100;4,57780;44,34500;34,86900;11830,46000;7,34720;2,56560;14,45040;54,47800;5,45770
05/06/2007;1,35320;164,42000;7,44790;0,67830;9,32500;1,64830;85,56000;8,08400;1,95580;0,58320;28,39900;15,64660;250,72000;3,45280;0,69650;0,42930;3,81260;3,25800;ND;34,03400;1,77800;1,61220;1,43050;10,56540;1,79560;2,06840;1254,42000;9,67770;10,34010;61,92200;4,60900;44,52900;34,94300;11901,39000;7,34100;2,60270;14,57520;54,63700;5,47770
06/06/2007;1,35130;163,67000;7,44670;0,67830;9,34000;1,64520;84,53000;8,08000;1,95580;0,58320;28,43300;15,64660;252,99000;3,45280;0,69640;0,42930;3,83150;3,26680;ND;34,21500;1,78500;1,60530;1,43410;10,55580;1,80200;2,06960;1252,66000;9,73900;10,31830;62,09200;4,62140;44,20800;34,89900;12033,33000;7,34300;2,64270;14,63570;54,85500;5,54610
07/06/2007;1,34700;163,43000;7,44660;0,67900;9,32050;1,64770;84,64000;8,08200;1,95580;0,58330;28,41200;15,64660;253,15000;3,45280;0,69640;0,42930;3,83550;3,26790;ND;34,26800;1,78830;1,59260;1,42670;10,52560;1,78420;2,06690;1248,33000;9,69500;10,30280;61,96900;4,61350;43,97700;34,84600;11954,63000;7,35340;2,63910;14,65270;54,58300;5,61760
08/06/2007;1,33490;162,40000;7,44570;0,67885;9,34250;1,64750;85,88000;8,10050;1,95580;0,58350;28,42000;15,64660;254,72000;3,45280;0,69670;0,42930;3,84680;3,28410;ND;34,39800;1,80220;1,58700;1,42610;10,43270;1,77560;2,05990;1242,86000;9,75050;10,21870;62,12600;4,62610;43,52700;34,69700;12154,26000;7,34800;2,64280;14,66830;54,72600;5,60880
11/06/2007;1,33550;162,55000;7,44570;0,67840;9,33670;1,65340;85,15000;8,11950;1,95580;0,58350;28,44200;15,64660;253,88000;3,45280;0,69650;0,42930;3,83300;3,26760;ND;34,27700;1,78930;1,58490;1,41860;10,43520;1,78100;2,06150;1245,49000;9,70200;10,23420;62,10100;4,63220;43,20000;34,70700;12119,66000;7,33990;2,62010;14,59520;54,35700;5,58700
12/06/2007;1,33450;162,56000;7,44810;0,67600;9,39230;1,65560;84,72000;8,11150;1,95580;0,58350;28,46200;15,64660;252,94000;3,45280;0,69590;0,42930;3,82820;3,26040;ND;34,22700;1,78160;1,58450;1,41750;10,43040;1,77530;2,05320;1240,48000;9,61580;10,20040;61,61400;4,59600;43,47100;34,69200;11983,81000;7,33050;2,59610;14,57090;54,26500;5,60020
13/06/2007;1,32870;162,52000;7,44740;0,67450;9,41570;1,65320;84,49000;8,10100;1,95580;0,58350;28,51100;15,64660;254,37000;3,45280;0,69630;0,42930;3,83600;3,26170;ND;34,33000;1,78530;1,58290;1,42300;10,38290;1,77240;2,05100;1237,62000;9,66070;10,14600;62,05000;4,61660;43,26900;34,63200;12068,58000;7,34050;2,60850;14,58770;54,23600;5,62270
14/06/2007;1,33040;163,56000;7,44610;0,67605;9,41660;1,65490;84,12000;8,10750;1,95580;0,58350;28,60300;15,64660;252,89000;3,45280;0,69640;0,42930;3,82360;3,24800;ND;34,31500;1,77380;1,59370;1,42020;10,39980;1,77460;2,05240;1237,07000;9,60570;10,16820;62,09000;4,61050;43,31300;34,66000;12066,73000;7,34450;2,57120;14,52570;54,26500;5,56020
15/06/2007;1,33140;164,42000;7,44600;0,67595;9,42700;1,65760;83,59000;8,09350;1,95580;0,58350;28,58600;15,64660;251,69000;3,45280;0,69630;0,42930;3,81140;3,23660;ND;34,18400;1,76080;1,59220;1,41590;10,41030;1,76960;2,05390;1236,01000;9,56910;10,15250;61,71000;4,60330;43,27900;34,66800;12043,18000;7,34750;2,55220;14,47890;54,27000;5,54740
18/06/2007;1,34040;165,46000;7,44400;0,67630;9,43450;1,66200;83,41000;8,07500;1,95580;0,58360;28,59900;15,64660;250,20000;3,45280;0,69630;0,42930;3,80110;3,21400;ND;33,89200;1,74780;1,59310;1,43730;10,47930;1,77680;2,06050;1244,43000;9,53500;10,22900;61,48400;4,58750;43,62000;34,78200;11929,56000;7,34170;2,53570;14,41090;54,52700;5,52400
19/06/2007;1,34030;165,46000;7,44520;0,67465;9,41720;1,66270;83,50000;8,07900;1,95580;0,58360;28,59700;15,64660;249,78000;3,45280;0,69620;0,42930;3,79660;3,21900;ND;33,73300;1,74640;1,58760;1,43020;10,47880;1,77420;2,06090;1243,46000;9,50860;10,20970;61,61400;4,60730;43,25400;34,78500;11962,18000;7,34000;2,56020;14,45330;54,57600;5,59840
20/06/2007;1,34270;165,88000;7,44420;0,67370;9,29900;1,66050;83,40000;8,05250;1,95580;0,58370;28,72800;15,64660;248,08000;3,45280;0,69600;0,42930;3,77630;3,20510;ND;33,74300;1,74350;1,58510;1,43100;10,49230;1,76250;2,06130;1245,76000;9,50040;10,22870;61,63000;4,60480;43,39600;34,83000;12010,45000;7,33050;2,54820;14,39240;54,52400;5,62140
21/06/2007;1,33970;165,50000;7,44350;0,67210;9,25430;1,66130;84,03000;8,03450;1,95580;0,58370;28,60500;15,64660;248,91000;3,45280;0,69620;0,42930;3,79570;3,20360;ND;33,81400;1,75920;1,58190;1,43030;10,46570;1,75460;2,05870;1241,90000;9,60330;10,20690;61,82700;4,62870;43,40400;34,76800;12077,40000;7,33050;2,57730;14,52610;54,31000;5,66510
22/06/2007;1,34410;166,75000;7,44320;0,67305;9,24480;1,65760;83,79000;7,98700;1,95580;0,58370;28,65000;15,64660;245,70000;3,45280;0,69620;0,42930;3,77800;3,16620;ND;33,71300;1,76000;1,58470;1,44110;10,50440;1,75500;2,06630;1247,46000;9,59320;10,24300;61,85500;4,64120;43,34100;34,83000;12103,62000;7,32480;2,56950;14,52330;54,72600;5,65090
25/06/2007;1,34610;166,21000;7,44260;0,67350;9,24520;1,65380;84,36000;8,00400;1,95580;0,58370;28,71800;15,64660;246,84000;3,45280;0,69620;0,42930;3,78860;3,17990;ND;33,81300;1,77100;1,58500;1,44240;10,51700;1,75630;2,07000;1247,23000;9,62520;10,25650;61,98800;4,66490;43,46600;34,84100;12162,01000;7,32450;2,60550;14,56650;54,87700;5,71510
26/06/2007;1,34600;165,78000;7,44150;0,67315;9,28160;1,65470;84,58000;8,01000;1,95580;0,58370;28,69600;15,64660;247,77000;3,45280;0,69620;0,42930;3,79730;3,17640;ND;33,94700;1,78270;1,58490;1,44020;10,51640;1,75280;2,06970;1246,80000;9,65960;10,25100;62,32000;4,67940;43,20700;34,71400;12221,68000;7,30850;2,61680;14,58280;54,99700;5,73980
27/06/2007;1,34380;164,69000;7,44230;0,67295;9,28150;1,65200;84,64000;7,97250;1,95580;0,58370;28,64800;15,64660;247,72000;3,45280;0,69620;0,42930;3,80300;3,16950;ND;33,95600;1,78860;1,59650;1,43840;10,50250;1,76270;2,06710;1246,78000;9,67370;10,23810;62,55400;4,68050;42,83400;34,73300;12272,93000;7,30240;2,64140;14,63910;54,97300;5,76800
28/06/2007;1,34670;165,61000;7,44250;0,67215;9,24150;1,65440;84,10000;7,95200;1,95580;0,58370;28,63300;15,64660;247,44000;3,45280;0,69620;0,42930;3,78200;3,16660;ND;33,83200;1,77960;1,59180;1,42930;10,52640;1,75130;2,06490;1248,19000;9,57200;10,25530;62,42000;4,66830;42,85900;34,74200;12224,67000;7,30420;2,59780;14,55080;54,92400;5,73900
29/06/2007;1,35050;166,63000;7,44220;0,67400;9,25250;1,65530;84,26000;7,97250;1,95580;0,58370;28,71800;15,64660;246,15000;3,45280;0,69630;0,42930;3,76770;3,13400;ND;33,63500;1,77400;1,58850;1,42450;10,55690;1,75020;2,06640;1247,73000;9,55310;10,28160;62,46100;4,66260;42,61500;34,80700;12201,77000;7,30350;2,59620;14,59560;54,94900;5,72790
02/07/2007;1,35880;166,66000;7,44100;0,67565;9,26550;1,64900;84,08000;7,96900;1,95580;0,58380;28,73700;15,64660;245,51000;3,45280;0,69660;0,42930;3,75710;3,11300;ND;33,56100;1,77210;1,58590;1,43950;10,62160;1,74460;2,07240;1252,34000;9,53230;10,33330;62,43700;4,66680;43,26400;34,91500;12246,86000;7,29950;2,61380;14,64470;55,21000;5,74370
